"","x","y","mean_s","id","idg"
"154",6.01031677885962,4.35552127561364,-1.48195943481624,5,"2020"
"155",6.11103911894936,4.35552127561364,-1.47879389559535,5,"2020"
"156",6.21176145903911,4.35552127561364,-1.48553832416025,5,"2020"
"157",6.31248379912886,4.35552127561364,-1.48305362169806,5,"2020"
"158",6.41320613921861,4.35552127561364,-1.47588439622795,5,"2020"
"159",6.51392847930836,4.35552127561364,-1.46871517075784,5,"2020"
"160",6.61465081939811,4.35552127561364,-1.46220520313979,5,"2020"
"161",6.71537315948786,4.35552127561364,-1.45909301637058,5,"2020"
"162",6.81609549957761,4.35552127561364,-1.43061675485534,5,"2020"
"163",6.91681783966736,4.35552127561364,-1.39619382159115,5,"2020"
"164",7.0175401797571,4.35552127561364,-1.36190694838429,5,"2020"
"272",5.80887209868012,4.45702290383393,-1.49021913876868,5,"2020"
"273",5.90959443876987,4.45702290383393,-1.49197998267616,5,"2020"
"274",6.01031677885962,4.45702290383393,-1.48793961329442,5,"2020"
"275",6.11103911894936,4.45702290383393,-1.4929114698978,5,"2020"
"276",6.21176145903911,4.45702290383393,-1.49907437517635,5,"2020"
"277",6.31248379912886,4.45702290383393,-1.49721498148781,5,"2020"
"278",6.41320613921861,4.45702290383393,-1.49284063540946,5,"2020"
"279",6.51392847930836,4.45702290383393,-1.48627693012718,5,"2020"
"280",6.61465081939811,4.45702290383393,-1.48332224746691,5,"2020"
"281",6.71537315948786,4.45702290383393,-1.47459355323697,5,"2020"
"282",6.81609549957761,4.45702290383393,-1.44126249352867,5,"2020"
"283",6.91681783966736,4.45702290383393,-1.40285302175527,5,"2020"
"284",7.0175401797571,4.45702290383393,-1.36371766982846,5,"2020"
"285",7.11826251984685,4.45702290383393,-1.31923381586614,5,"2020"
"286",7.2189848599366,4.45702290383393,-1.27818394815023,5,"2020"
"287",7.31970720002635,4.45702290383393,-1.22938038265484,5,"2020"
"288",7.4204295401161,4.45702290383393,-1.18572110142066,5,"2020"
"289",7.52115188020585,4.45702290383393,-1.14204056039822,5,"2020"
"290",7.6218742202956,4.45702290383393,-1.10501060890528,5,"2020"
"291",7.72259656038535,4.45702290383393,-1.06741240963217,5,"2020"
"292",7.8233189004751,4.45702290383393,-1.04364468720134,5,"2020"
"293",7.92404124056485,4.45702290383393,-1.02869382364492,5,"2020"
"391",5.70814975859037,4.55852453205422,-1.48769162729829,5,"2020"
"392",5.80887209868012,4.55852453205422,-1.49157881971357,5,"2020"
"393",5.90959443876987,4.55852453205422,-1.4947832209429,5,"2020"
"394",6.01031677885962,4.55852453205422,-1.49841651385809,5,"2020"
"395",6.11103911894936,4.55852453205422,-1.50702904420024,5,"2020"
"396",6.21176145903911,4.55852453205422,-1.51261042619245,5,"2020"
"397",6.31248379912886,4.55852453205422,-1.51075103250391,5,"2020"
"398",6.41320613921861,4.55852453205422,-1.51139682274172,5,"2020"
"399",6.51392847930836,4.55852453205422,-1.50828138509128,5,"2020"
"400",6.61465081939811,4.55852453205422,-1.50443929179403,5,"2020"
"401",6.71537315948786,4.55852453205422,-1.48666034513083,5,"2020"
"402",6.81609549957761,4.55852453205422,-1.45012481784708,5,"2020"
"403",6.91681783966736,4.55852453205422,-1.41358929056332,5,"2020"
"404",7.0175401797571,4.55852453205422,-1.36991208676682,5,"2020"
"405",7.11826251984685,4.55852453205422,-1.30353551303237,5,"2020"
"406",7.2189848599366,4.55852453205422,-1.24368239755582,5,"2020"
"407",7.31970720002635,4.55852453205422,-1.19024185830223,5,"2020"
"408",7.4204295401161,4.55852453205422,-1.14291417970373,5,"2020"
"409",7.52115188020585,4.55852453205422,-1.09836869210921,5,"2020"
"410",7.6218742202956,4.55852453205422,-1.06193489336074,5,"2020"
"411",7.72259656038535,4.55852453205422,-1.02502244668721,5,"2020"
"412",7.8233189004751,4.55852453205422,-1.00421143295613,5,"2020"
"413",7.92404124056485,4.55852453205422,-0.991605270229576,5,"2020"
"414",8.02476358065459,4.55852453205422,-1.00388720811354,5,"2020"
"415",8.12548592074434,4.55852453205422,-1.02447086740864,5,"2020"
"416",8.22620826083409,4.55852453205422,-1.0497243392748,5,"2020"
"417",8.32693060092384,4.55852453205422,-1.06546025950437,5,"2020"
"418",8.42765294101359,4.55852453205422,-1.08079481523577,5,"2020"
"510",5.60742741850062,4.66002616027451,-1.48417202497419,5,"2020"
"511",5.70814975859037,4.66002616027451,-1.49336675825613,5,"2020"
"512",5.80887209868012,4.66002616027451,-1.50486432770299,5,"2020"
"513",5.90959443876987,4.66002616027451,-1.51636189714985,5,"2020"
"514",6.01031677885962,4.66002616027451,-1.53124136323671,5,"2020"
"515",6.11103911894936,4.66002616027451,-1.53672936981168,5,"2020"
"516",6.21176145903911,4.66002616027451,-1.54044968119951,5,"2020"
"517",6.31248379912886,4.66002616027451,-1.53761145742663,5,"2020"
"518",6.41320613921861,4.66002616027451,-1.53936482480634,5,"2020"
"519",6.51392847930836,4.66002616027451,-1.54063710700082,5,"2020"
"520",6.61465081939811,4.66002616027451,-1.53683481837149,5,"2020"
"521",6.71537315948786,4.66002616027451,-1.51727269655889,5,"2020"
"522",6.81609549957761,4.66002616027451,-1.47346931276216,5,"2020"
"523",6.91681783966736,4.66002616027451,-1.42785517326159,5,"2020"
"524",7.0175401797571,4.66002616027451,-1.36863438627764,5,"2020"
"525",7.11826251984685,4.66002616027451,-1.28595041469799,5,"2020"
"526",7.2189848599366,4.66002616027451,-1.21292034564795,5,"2020"
"527",7.31970720002635,4.66002616027451,-1.13881755251073,5,"2020"
"528",7.4204295401161,4.66002616027451,-1.08869773566728,5,"2020"
"529",7.52115188020585,4.66002616027451,-1.05131613806536,5,"2020"
"530",7.6218742202956,4.66002616027451,-1.01395846121295,5,"2020"
"531",7.72259656038535,4.66002616027451,-0.984016031758154,5,"2020"
"532",7.8233189004751,4.66002616027451,-0.959739447714257,5,"2020"
"533",7.92404124056485,4.66002616027451,-0.946904917639529,5,"2020"
"534",8.02476358065459,4.66002616027451,-0.968889054790051,5,"2020"
"535",8.12548592074434,4.66002616027451,-0.99894775187662,5,"2020"
"536",8.22620826083409,4.66002616027451,-1.04133179917434,5,"2020"
"537",8.32693060092384,4.66002616027451,-1.05748706733097,5,"2020"
"538",8.42765294101359,4.66002616027451,-1.07322298756054,5,"2020"
"630",5.60742741850062,4.76152778849479,-1.50023373752502,5,"2020"
"631",5.70814975859037,4.76152778849479,-1.52417066759362,5,"2020"
"632",5.80887209868012,4.76152778849479,-1.53566823704048,5,"2020"
"633",5.90959443876987,4.76152778849479,-1.54716580648734,5,"2020"
"634",6.01031677885962,4.76152778849479,-1.56534411560961,5,"2020"
"635",6.11103911894936,4.76152778849479,-1.57475651978068,5,"2020"
"636",6.21176145903911,4.76152778849479,-1.57942082112677,5,"2020"
"637",6.31248379912886,4.76152778849479,-1.57677466842362,5,"2020"
"638",6.41320613921861,4.76152778849479,-1.57306612478738,5,"2020"
"639",6.51392847930836,4.76152778849479,-1.57345005481279,5,"2020"
"640",6.61465081939811,4.76152778849479,-1.56359236626029,5,"2020"
"641",6.71537315948786,4.76152778849479,-1.54313561103461,5,"2020"
"642",6.81609549957761,4.76152778849479,-1.51078607945841,5,"2020"
"643",6.91681783966736,4.76152778849479,-1.44871847809482,5,"2020"
"644",7.0175401797571,4.76152778849479,-1.37009417714867,5,"2020"
"645",7.11826251984685,4.76152778849479,-1.27687456375199,5,"2020"
"646",7.2189848599366,4.76152778849479,-1.18570517593481,5,"2020"
"647",7.31970720002635,4.76152778849479,-1.09935276383183,5,"2020"
"648",7.4204295401161,4.76152778849479,-1.02878883837291,5,"2020"
"649",7.52115188020585,4.76152778849479,-0.990801495717463,5,"2020"
"650",7.6218742202956,4.76152778849479,-0.957737211762503,5,"2020"
"651",7.72259656038535,4.76152778849479,-0.926244105854241,5,"2020"
"652",7.8233189004751,4.76152778849479,-0.906726314500492,5,"2020"
"653",7.92404124056485,4.76152778849479,-0.909012471856561,5,"2020"
"654",8.02476358065459,4.76152778849479,-0.936325166221644,5,"2020"
"655",8.12548592074434,4.76152778849479,-0.98075804396365,5,"2020"
"656",8.22620826083409,4.76152778849479,-1.02962019468344,5,"2020"
"657",8.32693060092384,4.76152778849479,-1.05189539885492,5,"2020"
"658",8.42765294101359,4.76152778849479,-1.07098499302601,5,"2020"
"749",5.50670507841087,4.86302941671508,-1.49294981606761,5,"2020"
"750",5.60742741850062,4.86302941671508,-1.51738719598315,5,"2020"
"751",5.70814975859037,4.86302941671508,-1.5464774602714,5,"2020"
"752",5.80887209868012,4.86302941671508,-1.56647214637797,5,"2020"
"753",5.90959443876987,4.86302941671508,-1.57909533404387,5,"2020"
"754",6.01031677885962,4.86302941671508,-1.59794598959123,5,"2020"
"755",6.11103911894936,4.86302941671508,-1.61299003406049,5,"2020"
"756",6.21176145903911,4.86302941671508,-1.62055451276204,5,"2020"
"757",6.31248379912886,4.86302941671508,-1.62074041636088,5,"2020"
"758",6.41320613921861,4.86302941671508,-1.61456762759561,5,"2020"
"759",6.51392847930836,4.86302941671508,-1.60894725049654,5,"2020"
"760",6.61465081939811,4.86302941671508,-1.59451059206831,5,"2020"
"761",6.71537315948786,4.86302941671508,-1.57384074317148,5,"2020"
"762",6.81609549957761,4.86302941671508,-1.52620261722837,5,"2020"
"763",6.91681783966736,4.86302941671508,-1.46366230640549,5,"2020"
"764",7.0175401797571,4.86302941671508,-1.3748386257414,5,"2020"
"765",7.11826251984685,4.86302941671508,-1.27807553634716,5,"2020"
"766",7.2189848599366,4.86302941671508,-1.17254417434519,5,"2020"
"767",7.31970720002635,4.86302941671508,-1.07979623195355,5,"2020"
"768",7.4204295401161,4.86302941671508,-0.986853307335169,5,"2020"
"769",7.52115188020585,4.86302941671508,-0.943404846664478,5,"2020"
