"","x","y","mean_s","id","idg"
"154",6.01031677885962,4.35552127561364,-0.0179124252121234,5,"2020"
"155",6.11103911894936,4.35552127561364,-0.0171314746968423,5,"2020"
"156",6.21176145903911,4.35552127561364,-0.0205774756753347,5,"2020"
"157",6.31248379912886,4.35552127561364,-0.0217723182059683,5,"2020"
"158",6.41320613921861,4.35552127561364,-0.0238224606636992,5,"2020"
"159",6.51392847930836,4.35552127561364,-0.02587260312143,5,"2020"
"160",6.61465081939811,4.35552127561364,-0.0283872415763961,5,"2020"
"161",6.71537315948786,4.35552127561364,-0.0333666114860933,5,"2020"
"162",6.81609549957761,4.35552127561364,-0.0318674107948521,5,"2020"
"163",6.91681783966736,4.35552127561364,-0.0298459801166019,5,"2020"
"164",7.0175401797571,4.35552127561364,-0.0262709145855477,5,"2020"
"272",5.80887209868012,4.45702290383393,-0.019645761354857,5,"2020"
"273",5.90959443876987,4.45702290383393,-0.0178744543958825,5,"2020"
"274",6.01031677885962,4.45702290383393,-0.0167413959327037,5,"2020"
"275",6.11103911894936,4.45702290383393,-0.01923564313366,5,"2020"
"276",6.21176145903911,4.45702290383393,-0.0225217741315723,5,"2020"
"277",6.31248379912886,4.45702290383393,-0.0236024478241819,5,"2020"
"278",6.41320613921861,4.45702290383393,-0.0251423013718197,5,"2020"
"279",6.51392847930836,4.45702290383393,-0.0276190776612399,5,"2020"
"280",6.61465081939811,4.45702290383393,-0.0326386777587081,5,"2020"
"281",6.71537315948786,4.45702290383393,-0.0361834619214635,5,"2020"
"282",6.81609549957761,4.45702290383393,-0.0342579183439278,5,"2020"
"283",6.91681783966736,4.45702290383393,-0.0318863943627723,5,"2020"
"284",7.0175401797571,4.45702290383393,-0.0292802747921097,5,"2020"
"285",7.11826251984685,4.45702290383393,-0.0208933839947048,5,"2020"
"286",7.2189848599366,4.45702290383393,-0.00850524644941644,5,"2020"
"287",7.31970720002635,4.45702290383393,0.00275081813759284,5,"2020"
"288",7.4204295401161,4.45702290383393,0.00752828421411434,5,"2020"
"289",7.52115188020585,4.45702290383393,0.0117268227137935,5,"2020"
"290",7.6218742202956,4.45702290383393,0.0116288569309911,5,"2020"
"291",7.72259656038535,4.45702290383393,0.0125270731903948,5,"2020"
"292",7.8233189004751,4.45702290383393,0.00445368726424007,5,"2020"
"293",7.92404124056485,4.45702290383393,0.000626194143055299,5,"2020"
"391",5.70814975859037,4.55852453205422,-0.0208168964096506,5,"2020"
"392",5.80887209868012,4.55852453205422,-0.0189830784253171,5,"2020"
"393",5.90959443876987,4.55852453205422,-0.0170529515362122,5,"2020"
"394",6.01031677885962,4.55852453205422,-0.0173802397653959,5,"2020"
"395",6.11103911894936,4.55852453205422,-0.0213398115704777,5,"2020"
"396",6.21176145903911,4.55852453205422,-0.0244660725878098,5,"2020"
"397",6.31248379912886,4.55852453205422,-0.0255467462804195,5,"2020"
"398",6.41320613921861,4.55852453205422,-0.027975374355708,5,"2020"
"399",6.51392847930836,4.55852453205422,-0.0322504908080562,5,"2020"
"400",6.61465081939811,4.55852453205422,-0.03689011394102,5,"2020"
"401",6.71537315948786,4.55852453205422,-0.038798981381045,5,"2020"
"402",6.81609549957761,4.55852453205422,-0.0371625353885411,5,"2020"
"403",6.91681783966736,4.55852453205422,-0.0355260893960373,5,"2020"
"404",7.0175401797571,4.55852453205422,-0.0313795433960206,5,"2020"
"405",7.11826251984685,4.55852453205422,-0.0185569954487133,5,"2020"
"406",7.2189848599366,4.55852453205422,-0.00277106828351432,5,"2020"
"407",7.31970720002635,4.55852453205422,0.0113259012830541,5,"2020"
"408",7.4204295401161,4.55852453205422,0.0185150568836553,5,"2020"
"409",7.52115188020585,4.55852453205422,0.0234550965630592,5,"2020"
"410",7.6218742202956,4.55852453205422,0.0309493173168167,5,"2020"
"411",7.72259656038535,4.55852453205422,0.0314026971767703,5,"2020"
"412",7.8233189004751,4.55852453205422,0.0208993792747471,5,"2020"
"413",7.92404124056485,4.55852453205422,0.0109712536920074,5,"2020"
"414",8.02476358065459,4.55852453205422,0.00552236602651608,5,"2020"
"415",8.12548592074434,4.55852453205422,0.00239615561929765,5,"2020"
"416",8.22620826083409,4.55852453205422,-0.0034701754646307,5,"2020"
"417",8.32693060092384,4.55852453205422,-0.0131580001253496,5,"2020"
"418",8.42765294101359,4.55852453205422,-0.0221345272892811,5,"2020"
"510",5.60742741850062,4.66002616027451,-0.0218537809554891,5,"2020"
"511",5.70814975859037,4.66002616027451,-0.0214057779065622,5,"2020"
"512",5.80887209868012,4.66002616027451,-0.0221130383504885,5,"2020"
"513",5.90959443876987,4.66002616027451,-0.0228202987944148,5,"2020"
"514",6.01031677885962,4.66002616027451,-0.0259216645350686,5,"2020"
"515",6.11103911894936,4.66002616027451,-0.0288276120539021,5,"2020"
"516",6.21176145903911,4.66002616027451,-0.0318880276353517,5,"2020"
"517",6.31248379912886,4.66002616027451,-0.0346489287320574,5,"2020"
"518",6.41320613921861,4.66002616027451,-0.0379354849786854,5,"2020"
"519",6.51392847930836,4.66002616027451,-0.0416001667516637,5,"2020"
"520",6.61465081939811,4.66002616027451,-0.0459708402750872,5,"2020"
"521",6.71537315948786,4.66002616027451,-0.0467931638120588,5,"2020"
