"","x","y","mean_s","id","idg"
"154",6.01031677885962,4.35552127561364,-0.264241681002271,3,"2021"
"155",6.11103911894936,4.35552127561364,-0.223756584973465,3,"2021"
"156",6.21176145903911,4.35552127561364,-0.190542555860348,3,"2021"
"157",6.31248379912886,4.35552127561364,-0.136936902484209,3,"2021"
"158",6.41320613921861,4.35552127561364,-0.0659571859035396,3,"2021"
"159",6.51392847930836,4.35552127561364,0.00502253067712825,3,"2021"
"160",6.61465081939811,4.35552127561364,0.0803605999172178,3,"2021"
"161",6.71537315948786,4.35552127561364,0.160947712619963,3,"2021"
"162",6.81609549957761,4.35552127561364,0.166212980581888,3,"2021"
"163",6.91681783966736,4.35552127561364,0.157057484365097,3,"2021"
"164",7.0175401797571,4.35552127561364,0.156612399276023,3,"2021"
"272",5.80887209868012,4.45702290383393,-0.300146912462785,3,"2021"
"273",5.90959443876987,4.45702290383393,-0.367595618089122,3,"2021"
"274",6.01031677885962,4.45702290383393,-0.359833944712142,3,"2021"
"275",6.11103911894936,4.45702290383393,-0.319348848683337,3,"2021"
"276",6.21176145903911,4.45702290383393,-0.250178781046679,3,"2021"
"277",6.31248379912886,4.45702290383393,-0.15201936301591,3,"2021"
"278",6.41320613921861,4.45702290383393,-0.0719950684625112,3,"2021"
"279",6.51392847930836,4.45702290383393,0.0177886045140798,3,"2021"
"280",6.61465081939811,4.45702290383393,0.151198508837823,3,"2021"
"281",6.71537315948786,4.45702290383393,0.219519997560807,3,"2021"
"282",6.81609549957761,4.45702290383393,0.224107291908441,3,"2021"
"283",6.91681783966736,4.45702290383393,0.203499646771263,3,"2021"
"284",7.0175401797571,4.45702290383393,0.180711152726823,3,"2021"
"285",7.11826251984685,4.45702290383393,0.182142164099421,3,"2021"
"286",7.2189848599366,4.45702290383393,0.203186364528521,3,"2021"
"287",7.31970720002635,4.45702290383393,0.242788439110791,3,"2021"
"288",7.4204295401161,4.45702290383393,0.29852234735119,3,"2021"
"289",7.52115188020585,4.45702290383393,0.36344608029534,3,"2021"
"290",7.6218742202956,4.45702290383393,0.391283053749814,3,"2021"
"291",7.72259656038535,4.45702290383393,0.348415563008526,3,"2021"
"292",7.8233189004751,4.45702290383393,0.290875967209261,3,"2021"
"293",7.92404124056485,4.45702290383393,0.252129422934594,3,"2021"
"391",5.70814975859037,4.55852453205422,-0.283883134304251,3,"2021"
"392",5.80887209868012,4.55852453205422,-0.316704021010187,3,"2021"
"393",5.90959443876987,4.55852453205422,-0.415935766276104,3,"2021"
"394",6.01031677885962,4.55852453205422,-0.447814499368177,3,"2021"
"395",6.11103911894936,4.55852453205422,-0.37653482769468,3,"2021"
"396",6.21176145903911,4.55852453205422,-0.305255156021184,3,"2021"
"397",6.31248379912886,4.55852453205422,-0.214035567144237,3,"2021"
"398",6.41320613921861,4.55852453205422,-0.0997706910755622,3,"2021"
"399",6.51392847930836,4.55852453205422,0.0949672770600502,3,"2021"
"400",6.61465081939811,4.55852453205422,0.254031864955673,3,"2021"
