"","x"
"1471","Ebonyi"
"1472","Ebonyi"
"1473","Ebonyi"
"1474","Ebonyi"
"1475","Ebonyi"
"1476","Enugu"
"1477","Enugu"
"1478","Enugu"
"1479","Enugu"
"1480","Enugu"
"1481","Enugu"
"1482","Enugu"
"1483","Enugu"
"1484","Enugu"
"1485","Enugu"
"1486","Enugu"
"1487","Enugu"
"1488","Enugu"
"1489","Enugu"
"1490","Enugu"
"1491","Imo"
"1492","Imo"
"1493","Imo"
"1494","Imo"
"1495","Imo"
"1496","Imo"
"1497","Imo"
"1498","Imo"
"1499","Imo"
"1500","Imo"
"1501","Imo"
"1502","Imo"
"1503","Imo"
"1504","Imo"
"1505","Imo"
"1506","Imo"
"1507","Akwa Ibom"
"1508","Akwa Ibom"
"1509","Akwa Ibom"
"1510","Akwa Ibom"
"1511","Akwa Ibom"
"1512","Akwa Ibom"
"1513","Akwa Ibom"
"1514","Akwa Ibom"
"1515","Akwa Ibom"
"1516","Akwa Ibom"
"1517","Akwa Ibom"
"1518","Akwa Ibom"
"1519","Akwa Ibom"
"1520","Akwa Ibom"
"1521","Akwa Ibom"
"1522","Bayelsa"
"1523","Bayelsa"
"1524","Bayelsa"
"1525","Bayelsa"
"1526","Bayelsa"
"1527","Bayelsa"
"1528","Bayelsa"
"1529","Bayelsa"
"1530","Bayelsa"
"1531","Bayelsa"
"1532","Bayelsa"
"1533","Bayelsa"
"1534","Bayelsa"
"1535","Cross River"
"1536","Cross River"
"1537","Cross River"
"1538","Cross River"
"1539","Cross River"
"1540","Cross River"
"1541","Cross River"
"1542","Cross River"
"1543","Cross River"
"1544","Cross River"
"1545","Cross River"
"1546","Cross River"
"1547","Cross River"
"1548","Cross River"
"1549","Cross River"
"1550","Delta"
"1551","Delta"
"1552","Delta"
"1553","Delta"
"1554","Delta"
"1555","Delta"
"1556","Delta"
"1557","Delta"
"1558","Delta"
"1559","Delta"
"1560","Delta"
"1561","Delta"
"1562","Delta"
"1563","Delta"
"1564","Delta"
"1565","Delta"
"1566","Edo"
"1567","Edo"
"1568","Edo"
"1569","Edo"
"1570","Edo"
"1571","Edo"
"1572","Edo"
"1573","Edo"
"1574","Edo"
"1575","Edo"
"1576","Edo"
"1577","Edo"
"1578","Edo"
"1579","Edo"
"1580","Edo"
"1581","Rivers"
"1582","Rivers"
"1583","Rivers"
"1584","Rivers"
"1585","Rivers"
"1586","Rivers"
"1587","Rivers"
"1588","Rivers"
"1589","Rivers"
"1590","Rivers"
"1591","Rivers"
"1592","Rivers"
"1593","Rivers"
"1594","Rivers"
"1595","Rivers"
"1596","Rivers"
"1597","Rivers"
"1598","Rivers"
"1599","Rivers"
"1600","Rivers"
"1601","Rivers"
"1602","Rivers"
"1603","Rivers"
"1604","Ekiti"
"1605","Ekiti"
"1606","Ekiti"
"1607","Ekiti"
"1608","Ekiti"
"1609","Ekiti"
"1610","Ekiti"
"1611","Ekiti"
"1612","Ekiti"
"1613","Ekiti"
"1614","Ekiti"
"1615","Ekiti"
"1616","Ekiti"
"1617","Ekiti"
"1618","Lagos"
"1619","Lagos"
"1620","Lagos"
"1621","Lagos"
"1622","Lagos"
"1623","Lagos"
"1624","Lagos"
"1625","Lagos"
"1626","Lagos"
"1627","Lagos"
"1628","Lagos"
"1629","Lagos"
"1630","Lagos"
"1631","Lagos"
"1632","Lagos"
"1633","Lagos"
"1634","Lagos"
"1635","Lagos"
"1636","Ogun"
"1637","Ogun"
"1638","Ogun"
"1639","Ogun"
"1640","Ogun"
"1641","Ogun"
"1642","Ogun"
"1643","Ogun"
"1644","Ogun"
"1645","Ogun"
"1646","Ogun"
"1647","Ogun"
"1648","Ogun"
"1649","Ogun"
"1650","Ogun"
"1651","Ondo"
"1652","Ondo"
"1653","Ondo"
"1654","Ondo"
"1655","Ondo"
"1656","Ondo"
"1657","Ondo"
"1658","Ondo"
"1659","Ondo"
"1660","Ondo"
"1661","Ondo"
"1662","Ondo"
"1663","Ondo"
"1664","Ondo"
"1665","Ondo"
"1666","Osun"
"1667","Osun"
"1668","Osun"
"1669","Osun"
"1670","Osun"
"1671","Osun"
"1672","Osun"
"1673","Osun"
"1674","Osun"
"1675","Osun"
"1676","Osun"
"1677","Osun"
"1678","Osun"
"1679","Osun"
"1680","Osun"
"1681","Oyo"
"1682","Oyo"
"1683","Oyo"
"1684","Oyo"
"1685","Oyo"
"1686","Oyo"
"1687","Oyo"
"1688","Oyo"
"1689","Oyo"
"1690","Oyo"
"1691","Oyo"
"1692","Oyo"
"1693","Oyo"
"1694","Oyo"
"1695","Oyo"
"1696","Benue"
"1697","Benue"
"1698","Benue"
"1699","Benue"
"1700","Benue"
"1701","Benue"
"1702","Benue"
"1703","Benue"
"1704","Benue"
"1705","Benue"
"1706","Benue"
"1707","Benue"
"1708","Benue"
"1709","Benue"
"1710","Benue"
"1711","Benue"
"1712","FCT"
"1713","FCT"
"1714","FCT"
"1715","FCT"
"1716","FCT"
"1717","FCT"
"1718","FCT"
"1719","FCT"
"1720","FCT"
"1721","FCT"
"1722","FCT"
"1723","FCT"
"1724","Kogi"
"1725","Kogi"
"1726","Kogi"
"1727","Kogi"
"1728","Kogi"
"1729","Kogi"
"1730","Kogi"
"1731","Kogi"
"1732","Kogi"
"1733","Kogi"
"1734","Kogi"
"1735","Kogi"
"1736","Kogi"
"1737","Kogi"
"1738","Kogi"
"1739","Kwara"
"1740","Kwara"
"1741","Kwara"
"1742","Kwara"
"1743","Kwara"
"1744","Kwara"
"1745","Kwara"
"1746","Kwara"
"1747","Kwara"
"1748","Kwara"
"1749","Kwara"
"1750","Kwara"
"1751","Kwara"
"1752","Kwara"
"1753","Nasarawa"
"1754","Nasarawa"
"1755","Nasarawa"
"1756","Nasarawa"
"1757","Nasarawa"
"1758","Nasarawa"
"1759","Nasarawa"
"1760","Nasarawa"
"1761","Nasarawa"
"1762","Nasarawa"
"1763","Nasarawa"
"1764","Nasarawa"
"1765","Nasarawa"
"1766","Niger"
"1767","Niger"
"1768","Niger"
"1769","Niger"
"1770","Niger"
"1771","Niger"
"1772","Niger"
"1773","Niger"
"1774","Niger"
"1775","Niger"
"1776","Niger"
"1777","Niger"
"1778","Niger"
"1779","Niger"
"1780","Niger"
"1781","Niger"
"1782","Plateau"
"1783","Plateau"
"1784","Plateau"
"1785","Plateau"
"1786","Plateau"
"1787","Plateau"
"1788","Plateau"
"1789","Plateau"
"1790","Plateau"
"1791","Plateau"
"1792","Plateau"
"1793","Plateau"
"1794","Plateau"
"1795","Plateau"
"1796","Plateau"
"1797","Adamawa"
"1798","Adamawa"
"1799","Adamawa"
"1800","Adamawa"
"1801","Adamawa"
"1802","Adamawa"
"1803","Adamawa"
"1804","Adamawa"
"1805","Adamawa"
"1806","Adamawa"
"1807","Adamawa"
"1808","Adamawa"
"1809","Adamawa"
"1810","Adamawa"
"1811","Adamawa"
"1812","Bauchi"
"1813","Bauchi"
"1814","Bauchi"
"1815","Bauchi"
"1816","Bauchi"
"1817","Bauchi"
"1818","Bauchi"
"1819","Bauchi"
"1820","Bauchi"
"1821","Bauchi"
"1822","Bauchi"
"1823","Bauchi"
"1824","Bauchi"
"1825","Bauchi"
"1826","Bauchi"
"1827","Bauchi"
"1828","Borno"
"1829","Borno"
"1830","Borno"
"1831","Borno"
"1832","Borno"
"1833","Borno"
"1834","Borno"
"1835","Borno"
"1836","Borno"
"1837","Borno"
"1838","Borno"
"1839","Borno"
"1840","Borno"
"1841","Borno"
"1842","Borno"
"1843","Borno"
"1844","Gombe"
"1845","Gombe"
"1846","Gombe"
"1847","Gombe"
"1848","Gombe"
"1849","Gombe"
"1850","Gombe"
"1851","Gombe"
"1852","Gombe"
"1853","Gombe"
"1854","Gombe"
"1855","Gombe"
"1856","Gombe"
"1857","Gombe"
"1858","Taraba"
"1859","Taraba"
"1860","Taraba"
"1861","Taraba"
"1862","Taraba"
"1863","Taraba"
"1864","Taraba"
"1865","Taraba"
"1866","Taraba"
"1867","Taraba"
"1868","Taraba"
"1869","Taraba"
"1870","Taraba"
"1871","Taraba"
"1872","Yobe"
"1873","Yobe"
"1874","Yobe"
"1875","Yobe"
"1876","Yobe"
"1877","Yobe"
"1878","Yobe"
"1879","Yobe"
"1880","Yobe"
"1881","Yobe"
"1882","Yobe"
"1883","Yobe"
"1884","Yobe"
"1885","Yobe"
"1886","Jigawa"
"1887","Jigawa"
"1888","Jigawa"
"1889","Jigawa"
"1890","Jigawa"
"1891","Jigawa"
"1892","Jigawa"
"1893","Jigawa"
"1894","Jigawa"
"1895","Jigawa"
"1896","Jigawa"
"1897","Jigawa"
"1898","Jigawa"
"1899","Jigawa"
"1900","Jigawa"
"1901","Jigawa"
"1902","Kaduna"
"1903","Kaduna"
"1904","Kaduna"
"1905","Kaduna"
"1906","Kaduna"
"1907","Kaduna"
"1908","Kaduna"
"1909","Kaduna"
"1910","Kaduna"
"1911","Kaduna"
"1912","Kaduna"
"1913","Kaduna"
"1914","Kaduna"
"1915","Kaduna"
"1916","Kaduna"
"1917","Kaduna"
"1918","Kaduna"
"1919","Kano"
"1920","Kano"
"1921","Kano"
"1922","Kano"
"1923","Kano"
"1924","Kano"
"1925","Kano"
"1926","Kano"
"1927","Kano"
"1928","Kano"
"1929","Kano"
"1930","Kano"
"1931","Kano"
"1932","Kano"
"1933","Kano"
"1934","Kano"
"1935","Kano"
"1936","Kano"
"1937","Katsina"
"1938","Katsina"
"1939","Katsina"
"1940","Katsina"
"1941","Katsina"
"1942","Katsina"
"1943","Katsina"
"1944","Katsina"
"1945","Katsina"
"1946","Katsina"
"1947","Katsina"
"1948","Katsina"
"1949","Katsina"
"1950","Katsina"
"1951","Katsina"
"1952","Katsina"
"1953","Katsina"
"1954","Kebbi"
"1955","Kebbi"
"1956","Kebbi"
"1957","Kebbi"
"1958","Kebbi"
"1959","Kebbi"
"1960","Kebbi"
"1961","Kebbi"
"1962","Kebbi"
"1963","Kebbi"
"1964","Kebbi"
"1965","Kebbi"
"1966","Kebbi"
"1967","Kebbi"
"1968","Kebbi"
"1969","Sokoto"
"1970","Sokoto"
"1971","Sokoto"
"1972","Sokoto"
"1973","Sokoto"
"1974","Sokoto"
"1975","Sokoto"
"1976","Sokoto"
"1977","Sokoto"
"1978","Sokoto"
"1979","Sokoto"
"1980","Sokoto"
"1981","Sokoto"
"1982","Sokoto"
"1983","Sokoto"
"1984","Zamfara"
"1985","Zamfara"
"1986","Zamfara"
"1987","Zamfara"
"1988","Zamfara"
"1989","Zamfara"
"1990","Zamfara"
"1991","Zamfara"
"1992","Zamfara"
"1993","Zamfara"
"1994","Zamfara"
"1995","Zamfara"
"1996","Zamfara"
"1997","Zamfara"
"1998","Abia"
"1999","Abia"
"2000","Abia"
"2001","Abia"
"2002","Abia"
"2003","Abia"
"2004","Abia"
"2005","Abia"
"2006","Abia"
"2007","Abia"
"2008","Abia"
"2009","Abia"
"2010","Abia"
"2011","Abia"
"2012","Anambra"
"2013","Anambra"
"2014","Anambra"
"2015","Anambra"
"2016","Anambra"
"2017","Anambra"
"2018","Anambra"
"2019","Anambra"
"2020","Anambra"
"2021","Anambra"
"2022","Anambra"
"2023","Anambra"
"2024","Anambra"
"2025","Anambra"
"2026","Anambra"
"2027","Anambra"
"2028","Ebonyi"
"2029","Ebonyi"
"2030","Ebonyi"
"2031","Ebonyi"
"2032","Ebonyi"
"2033","Ebonyi"
"2034","Ebonyi"
"2035","Ebonyi"
"2036","Ebonyi"
"2037","Ebonyi"
"2038","Ebonyi"
"2039","Ebonyi"
"2040","Ebonyi"
"2041","Enugu"
"2042","Enugu"
"2043","Enugu"
"2044","Enugu"
"2045","Enugu"
"2046","Enugu"
"2047","Enugu"
"2048","Enugu"
"2049","Enugu"
"2050","Enugu"
"2051","Enugu"
"2052","Enugu"
"2053","Enugu"
"2054","Enugu"
"2055","Enugu"
"2056","Imo"
"2057","Imo"
"2058","Imo"
"2059","Imo"
"2060","Imo"
"2061","Imo"
"2062","Imo"
"2063","Imo"
"2064","Imo"
"2065","Imo"
"2066","Imo"
"2067","Imo"
"2068","Imo"
"2069","Imo"
"2070","Imo"
"2071","Imo"
"2072","Akwa Ibom"
"2073","Akwa Ibom"
"2074","Akwa Ibom"
"2075","Akwa Ibom"
"2076","Akwa Ibom"
"2077","Akwa Ibom"
"2078","Akwa Ibom"
"2079","Akwa Ibom"
"2080","Akwa Ibom"
"2081","Akwa Ibom"
"2082","Akwa Ibom"
"2083","Akwa Ibom"
"2084","Akwa Ibom"
"2085","Akwa Ibom"
"2086","Akwa Ibom"
"2087","Bayelsa"
"2088","Bayelsa"
"2089","Bayelsa"
"2090","Bayelsa"
"2091","Bayelsa"
"2092","Bayelsa"
"2093","Bayelsa"
"2094","Bayelsa"
"2095","Bayelsa"
"2096","Bayelsa"
"2097","Bayelsa"
"2098","Bayelsa"
"2099","Bayelsa"
"2100","Cross River"
"2101","Cross River"
"2102","Cross River"
"2103","Cross River"
"2104","Cross River"
"2105","Cross River"
"2106","Cross River"
"2107","Cross River"
"2108","Cross River"
"2109","Cross River"
"2110","Cross River"
"2111","Cross River"
"2112","Cross River"
"2113","Cross River"
"2114","Cross River"
"2115","Delta"
"2116","Delta"
"2117","Delta"
"2118","Delta"
"2119","Delta"
"2120","Delta"
"2121","Delta"
"2122","Delta"
"2123","Delta"
"2124","Delta"
"2125","Delta"
"2126","Delta"
"2127","Delta"
"2128","Delta"
"2129","Delta"
"2130","Delta"
"2131","Edo"
"2132","Edo"
"2133","Edo"
"2134","Edo"
"2135","Edo"
"2136","Edo"
"2137","Edo"
"2138","Edo"
"2139","Edo"
"2140","Edo"
"2141","Edo"
"2142","Edo"
"2143","Edo"
"2144","Edo"
"2145","Edo"
"2146","Rivers"
"2147","Rivers"
"2148","Rivers"
"2149","Rivers"
"2150","Rivers"
"2151","Rivers"
"2152","Rivers"
"2153","Rivers"
"2154","Rivers"
"2155","Rivers"
"2156","Rivers"
"2157","Rivers"
"2158","Rivers"
"2159","Rivers"
"2160","Rivers"
"2161","Rivers"
"2162","Rivers"
"2163","Rivers"
"2164","Rivers"
"2165","Rivers"
"2166","Rivers"
"2167","Rivers"
"2168","Rivers"
"2169","Ekiti"
"2170","Ekiti"
"2171","Ekiti"
"2172","Ekiti"
"2173","Ekiti"
"2174","Ekiti"
"2175","Ekiti"
"2176","Ekiti"
"2177","Ekiti"
"2178","Ekiti"
"2179","Ekiti"
"2180","Ekiti"
"2181","Ekiti"
"2182","Ekiti"
"2183","Lagos"
"2184","Lagos"
"2185","Lagos"
"2186","Lagos"
"2187","Lagos"
"2188","Lagos"
"2189","Lagos"
"2190","Lagos"
"2191","Lagos"
"2192","Lagos"
"2193","Lagos"
"2194","Lagos"
"2195","Lagos"
"2196","Lagos"
"2197","Lagos"
"2198","Lagos"
"2199","Lagos"
"2200","Lagos"
"2201","Ogun"
"2202","Ogun"
"2203","Ogun"
"2204","Ogun"
"2205","Ogun"
"2206","Ogun"
"2207","Ogun"
"2208","Ogun"
"2209","Ogun"
"2210","Ogun"
"2211","Ogun"
"2212","Ogun"
"2213","Ogun"
"2214","Ogun"
"2215","Ogun"
"2216","Ondo"
"2217","Ondo"
"2218","Ondo"
"2219","Ondo"
"2220","Ondo"
"2221","Ondo"
"2222","Ondo"
"2223","Ondo"
"2224","Ondo"
"2225","Ondo"
"2226","Ondo"
"2227","Ondo"
"2228","Ondo"
"2229","Ondo"
"2230","Ondo"
"2231","Osun"
"2232","Osun"
"2233","Osun"
"2234","Osun"
"2235","Osun"
"2236","Osun"
"2237","Osun"
"2238","Osun"
"2239","Osun"
"2240","Osun"
"2241","Osun"
"2242","Osun"
"2243","Osun"
"2244","Osun"
"2245","Osun"
"2246","Oyo"
"2247","Oyo"
"2248","Oyo"
"2249","Oyo"
"2250","Oyo"
"2251","Oyo"
"2252","Oyo"
"2253","Oyo"
"2254","Oyo"
"2255","Oyo"
"2256","Oyo"
"2257","Oyo"
"2258","Oyo"
"2259","Oyo"
"2260","Oyo"
"2261","Benue"
"2262","Benue"
"2263","Benue"
"2264","Benue"
"2265","Benue"
"2266","Benue"
"2267","Benue"
"2268","Benue"
"2269","Benue"
"2270","Benue"
"2271","Benue"
"2272","Benue"
"2273","Benue"
"2274","Benue"
"2275","Benue"
"2276","Benue"
"2277","FCT"
"2278","FCT"
"2279","FCT"
"2280","FCT"
"2281","FCT"
"2282","FCT"
"2283","FCT"
"2284","FCT"
"2285","FCT"
"2286","FCT"
"2287","FCT"
"2288","FCT"
"2289","Kogi"
"2290","Kogi"
"2291","Kogi"
"2292","Kogi"
"2293","Kogi"
"2294","Kogi"
"2295","Kogi"
"2296","Kogi"
"2297","Kogi"
"2298","Kogi"
"2299","Kogi"
"2300","Kogi"
"2301","Kogi"
"2302","Kogi"
"2303","Kogi"
"2304","Kwara"
"2305","Kwara"
"2306","Kwara"
"2307","Kwara"
"2308","Kwara"
"2309","Kwara"
"2310","Kwara"
"2311","Kwara"
"2312","Kwara"
"2313","Kwara"
"2314","Kwara"
"2315","Kwara"
"2316","Kwara"
"2317","Kwara"
"2318","Nasarawa"
"2319","Nasarawa"
"2320","Nasarawa"
"2321","Nasarawa"
"2322","Nasarawa"
"2323","Nasarawa"
"2324","Nasarawa"
"2325","Nasarawa"
"2326","Nasarawa"
"2327","Nasarawa"
"2328","Nasarawa"
"2329","Nasarawa"
"2330","Nasarawa"
"2331","Niger"
"2332","Niger"
"2333","Niger"
"2334","Niger"
"2335","Niger"
"2336","Niger"
"2337","Niger"
"2338","Niger"
"2339","Niger"
"2340","Niger"
"2341","Niger"
"2342","Niger"
"2343","Niger"
"2344","Niger"
"2345","Niger"
"2346","Niger"
"2347","Plateau"
"2348","Plateau"
"2349","Plateau"
"2350","Plateau"
"2351","Plateau"
"2352","Plateau"
"2353","Plateau"
"2354","Plateau"
"2355","Plateau"
"2356","Plateau"
"2357","Plateau"
"2358","Plateau"
"2359","Plateau"
"2360","Plateau"
"2361","Plateau"
"2362","Adamawa"
"2363","Adamawa"
"2364","Adamawa"
"2365","Adamawa"
"2366","Adamawa"
"2367","Adamawa"
"2368","Adamawa"
"2369","Adamawa"
"2370","Adamawa"
"2371","Adamawa"
"2372","Adamawa"
"2373","Adamawa"
"2374","Adamawa"
"2375","Adamawa"
"2376","Adamawa"
"2377","Bauchi"
"2378","Bauchi"
"2379","Bauchi"
"2380","Bauchi"
"2381","Bauchi"
"2382","Bauchi"
"2383","Bauchi"
"2384","Bauchi"
"2385","Bauchi"
"2386","Bauchi"
"2387","Bauchi"
"2388","Bauchi"
"2389","Bauchi"
"2390","Bauchi"
"2391","Bauchi"
"2392","Bauchi"
"2393","Borno"
"2394","Borno"
"2395","Borno"
"2396","Borno"
"2397","Borno"
"2398","Borno"
"2399","Borno"
"2400","Borno"
"2401","Borno"
"2402","Borno"
"2403","Borno"
"2404","Borno"
"2405","Borno"
"2406","Borno"
"2407","Borno"
"2408","Borno"
"2409","Gombe"
"2410","Gombe"
"2411","Gombe"
"2412","Gombe"
"2413","Gombe"
"2414","Gombe"
"2415","Gombe"
"2416","Gombe"
"2417","Gombe"
"2418","Gombe"
"2419","Gombe"
"2420","Gombe"
"2421","Gombe"
"2422","Gombe"
"2423","Taraba"
"2424","Taraba"
"2425","Taraba"
"2426","Taraba"
"2427","Taraba"
"2428","Taraba"
"2429","Taraba"
"2430","Taraba"
"2431","Taraba"
"2432","Taraba"
"2433","Taraba"
"2434","Taraba"
"2435","Taraba"
"2436","Taraba"
"2437","Yobe"
"2438","Yobe"
"2439","Yobe"
"2440","Yobe"
"2441","Yobe"
"2442","Yobe"
"2443","Yobe"
"2444","Yobe"
"2445","Yobe"
"2446","Yobe"
"2447","Yobe"
"2448","Yobe"
"2449","Yobe"
"2450","Yobe"
"2451","Jigawa"
"2452","Jigawa"
"2453","Jigawa"
"2454","Jigawa"
"2455","Jigawa"
"2456","Jigawa"
"2457","Jigawa"
"2458","Jigawa"
"2459","Jigawa"
"2460","Jigawa"
"2461","Jigawa"
"2462","Jigawa"
"2463","Jigawa"
"2464","Jigawa"
"2465","Jigawa"
"2466","Jigawa"
"2467","Kaduna"
"2468","Kaduna"
"2469","Kaduna"
"2470","Kaduna"
"2471","Kaduna"
"2472","Kaduna"
"2473","Kaduna"
"2474","Kaduna"
"2475","Kaduna"
"2476","Kaduna"
"2477","Kaduna"
"2478","Kaduna"
"2479","Kaduna"
"2480","Kaduna"
"2481","Kaduna"
"2482","Kaduna"
"2483","Kaduna"
"2484","Kano"
"2485","Kano"
"2486","Kano"
"2487","Kano"
"2488","Kano"
"2489","Kano"
"2490","Kano"
"2491","Kano"
"2492","Kano"
"2493","Kano"
"2494","Kano"
"2495","Kano"
"2496","Kano"
"2497","Kano"
"2498","Kano"
"2499","Kano"
"2500","Kano"
"2501","Kano"
"2502","Katsina"
"2503","Katsina"
"2504","Katsina"
"2505","Katsina"
"2506","Katsina"
"2507","Katsina"
"2508","Katsina"
"2509","Katsina"
"2510","Katsina"
"2511","Katsina"
"2512","Katsina"
"2513","Katsina"
"2514","Katsina"
"2515","Katsina"
"2516","Katsina"
"2517","Katsina"
"2518","Katsina"
"2519","Kebbi"
"2520","Kebbi"
"2521","Kebbi"
"2522","Kebbi"
"2523","Kebbi"
"2524","Kebbi"
"2525","Kebbi"
"2526","Kebbi"
"2527","Kebbi"
"2528","Kebbi"
"2529","Kebbi"
"2530","Kebbi"
"2531","Kebbi"
"2532","Kebbi"
"2533","Kebbi"
"2534","Sokoto"
"2535","Sokoto"
"2536","Sokoto"
"2537","Sokoto"
"2538","Sokoto"
"2539","Sokoto"
"2540","Sokoto"
"2541","Sokoto"
"2542","Sokoto"
"2543","Sokoto"
"2544","Sokoto"
"2545","Sokoto"
"2546","Sokoto"
"2547","Sokoto"
"2548","Sokoto"
"2549","Zamfara"
"2550","Zamfara"
"2551","Zamfara"
"2552","Zamfara"
"2553","Zamfara"
"2554","Zamfara"
"2555","Zamfara"
"2556","Zamfara"
"2557","Zamfara"
"2558","Zamfara"
"2559","Zamfara"
"2560","Zamfara"
"2561","Zamfara"
"2562","Zamfara"
"2563","Abia"
"2564","Abia"
"2565","Abia"
"2566","Abia"
"2567","Abia"
"2568","Abia"
"2569","Abia"
"2570","Abia"
"2571","Abia"
"2572","Abia"
"2573","Abia"
"2574","Abia"
"2575","Abia"
"2576","Abia"
"2577","Anambra"
"2578","Anambra"
"2579","Anambra"
"2580","Anambra"
"2581","Anambra"
"2582","Anambra"
"2583","Anambra"
"2584","Anambra"
"2585","Anambra"
"2586","Anambra"
"2587","Anambra"
"2588","Anambra"
"2589","Anambra"
"2590","Anambra"
"2591","Anambra"
"2592","Anambra"
"2593","Ebonyi"
"2594","Ebonyi"
"2595","Ebonyi"
"2596","Ebonyi"
"2597","Ebonyi"
"2598","Ebonyi"
"2599","Ebonyi"
"2600","Ebonyi"
"2601","Ebonyi"
"2602","Ebonyi"
"2603","Ebonyi"
"2604","Ebonyi"
"2605","Ebonyi"
"2606","Enugu"
"2607","Enugu"
"2608","Enugu"
"2609","Enugu"
"2610","Enugu"
"2611","Enugu"
"2612","Enugu"
"2613","Enugu"
"2614","Enugu"
"2615","Enugu"
"2616","Enugu"
"2617","Enugu"
"2618","Enugu"
"2619","Enugu"
"2620","Enugu"
"2621","Imo"
"2622","Imo"
"2623","Imo"
"2624","Imo"
"2625","Imo"
"2626","Imo"
"2627","Imo"
"2628","Imo"
"2629","Imo"
"2630","Imo"
"2631","Imo"
"2632","Imo"
"2633","Imo"
"2634","Imo"
"2635","Imo"
"2636","Imo"
"2637","Akwa Ibom"
"2638","Akwa Ibom"
"2639","Akwa Ibom"
"2640","Akwa Ibom"
"2641","Akwa Ibom"
"2642","Akwa Ibom"
"2643","Akwa Ibom"
"2644","Akwa Ibom"
"2645","Akwa Ibom"
"2646","Akwa Ibom"
"2647","Akwa Ibom"
"2648","Akwa Ibom"
"2649","Akwa Ibom"
"2650","Akwa Ibom"
"2651","Akwa Ibom"
"2652","Bayelsa"
"2653","Bayelsa"
"2654","Bayelsa"
"2655","Bayelsa"
"2656","Bayelsa"
"2657","Bayelsa"
"2658","Bayelsa"
"2659","Bayelsa"
"2660","Bayelsa"
"2661","Bayelsa"
"2662","Bayelsa"
"2663","Bayelsa"
"2664","Bayelsa"
"2665","Cross River"
"2666","Cross River"
"2667","Cross River"
"2668","Cross River"
"2669","Cross River"
"2670","Cross River"
"2671","Cross River"
"2672","Cross River"
"2673","Cross River"
"2674","Cross River"
"2675","Cross River"
"2676","Cross River"
"2677","Cross River"
"2678","Cross River"
"2679","Cross River"
"2680","Delta"
"2681","Delta"
"2682","Delta"
"2683","Delta"
"2684","Delta"
"2685","Delta"
"2686","Delta"
"2687","Delta"
"2688","Delta"
"2689","Delta"
"2690","Delta"
"2691","Delta"
"2692","Delta"
"2693","Delta"
"2694","Delta"
"2695","Delta"
"2696","Edo"
"2697","Edo"
"2698","Edo"
"2699","Edo"
"2700","Edo"
"2701","Edo"
"2702","Edo"
"2703","Edo"
"2704","Edo"
"2705","Edo"
"2706","Edo"
"2707","Edo"
"2708","Edo"
"2709","Edo"
"2710","Edo"
"2711","Rivers"
"2712","Rivers"
"2713","Rivers"
"2714","Rivers"
"2715","Rivers"
"2716","Rivers"
"2717","Rivers"
"2718","Rivers"
"2719","Rivers"
"2720","Rivers"
"2721","Rivers"
"2722","Rivers"
"2723","Rivers"
"2724","Rivers"
"2725","Rivers"
"2726","Rivers"
"2727","Rivers"
"2728","Rivers"
"2729","Rivers"
"2730","Rivers"
"2731","Rivers"
"2732","Rivers"
"2733","Rivers"
"2734","Rivers"
"2735","Rivers"
"2736","Ekiti"
"2737","Ekiti"
"2738","Ekiti"
"2739","Ekiti"
"2740","Ekiti"
"2741","Ekiti"
"2742","Ekiti"
"2743","Ekiti"
"2744","Ekiti"
"2745","Ekiti"
"2746","Ekiti"
"2747","Ekiti"
"2748","Ekiti"
"2749","Ekiti"
"2750","Lagos"
"2751","Lagos"
"2752","Lagos"
"2753","Lagos"
"2754","Lagos"
"2755","Lagos"
"2756","Lagos"
"2757","Lagos"
"2758","Lagos"
"2759","Lagos"
"2760","Lagos"
"2761","Lagos"
"2762","Lagos"
"2763","Lagos"
"2764","Lagos"
"2765","Lagos"
"2766","Lagos"
"2767","Lagos"
"2768","Ogun"
"2769","Ogun"
"2770","Ogun"
"2771","Ogun"
"2772","Ogun"
"2773","Ogun"
"2774","Ogun"
"2775","Ogun"
"2776","Ogun"
"2777","Ogun"
"2778","Ogun"
"2779","Ogun"
"2780","Ogun"
"2781","Ogun"
"2782","Ogun"
"2783","Ondo"
"2784","Ondo"
"2785","Ondo"
"2786","Ondo"
"2787","Ondo"
"2788","Ondo"
"2789","Ondo"
"2790","Ondo"
"2791","Ondo"
"2792","Ondo"
"2793","Ondo"
"2794","Ondo"
"2795","Ondo"
"2796","Ondo"
"2797","Ondo"
"2798","Osun"
"2799","Osun"
"2800","Osun"
"2801","Osun"
"2802","Osun"
"2803","Osun"
"2804","Osun"
"2805","Osun"
"2806","Osun"
"2807","Osun"
"2808","Osun"
"2809","Osun"
"2810","Osun"
"2811","Osun"
"2812","Osun"
"2813","Oyo"
"2814","Oyo"
"2815","Oyo"
"2816","Oyo"
"2817","Oyo"
"2818","Oyo"
"2819","Oyo"
"2820","Oyo"
"2821","Oyo"
"2822","Oyo"
"2823","Oyo"
"2824","Oyo"
"2825","Oyo"
"2826","Oyo"
"2827","Oyo"
